CATEGORIE_EVENEMENT|TITRE_EVENEMENT|DEBUT_EVENEMENT|FIN_EVENEMENT|HORAIRE_EVENEMENT|COUT_EVENEMENT|DESCRIPTION_EVENEMENT|RENSEIGNEMENT_EVENEMENT|TEL1_EVENEMENT|TEL2_EVENEMENT|COURRIEL_EVENEMENT|URL_EVENEMENT|NOMLIEU_EVENEMENT|COMPLEMENT_LIEU_EVENEMENT|ADRESSE_EVENEMENT|TEL_LIEU|NOM_ARRONDISSEMENT
Cinema|Revolution|2015-05-23|2015-05-23|13 h 30|0|ACTIVITE ANNULEE Realisation : Rob Stewart. En 2006, Rob Stewart a produit le documentaire Sharkwater pour tenter de sensibiliser la population a l'extinction progressive des requins. A travers ses recherches, il a decouvert que ce n'etait pas uniquement les requins qui etaient sur le point de s'eteindre, mais les humains aussi. Dans son nouveau film, Revolution, le cineaste demontre a quel point la pollution, la deforestation, les usines a charbon, les emissions de gaz carbonique, les sables bitumineux et la surpeche peuvent influencer l'environnement de telle facon qu'ils entraineraient notre disparition. Stewart invite les habitants de la planete a se mobiliser pour sauver cette Terre qu'on habite et que, trop souvent, on deshonore. A l'occasion du Jour de la terre.|-1|418-641-6277||||Bibliotheque Monique-Corriveau||1100, route de l'Eglise|418-641-6277|Sainte-Foy-Sillery-Cap-Rouge
Cinema|La force de la nature|2015-05-24|2015-05-24|13 h 30|0|ACTIVITE ANNULEE Realisation : Sturla Gunnarsson. Le scientifique canadien David Suzuki s'apprete a donner une conference sur l'Etre humain, qui se trouve a la croisee des chemins. L'occasion est propice pour retracer le parcours de cet homme plus grand que nature et qui est, depuis plusieurs decennies, une sommite dans son domaine, ayant remporte un nombre incalculable de distinctions. L'environnementaliste parle de ses parents qui ont ete traumatises par les consequences de la Seconde Guerre mondiale, de son enfance et de sa passion pour la science, tout en abordant les principes qui guident son existence, son rapport face au temps et a la mort. A l'occasion du Jour de la terre.|-1|418-641-6277||||Bibliotheque Monique-Corriveau||1100, route de l'Eglise|418-641-6277|Sainte-Foy-Sillery-Cap-Rouge
Atelier artistique|Curieuses maisonnettes|2015-05-30|2015-05-30|14 h et 15 h|0|A l'occasion de l'exposition DEHORS-DEDANS, exposition nomade, les enfants sont invites a fabriquer avec leurs parents leur petite maisonnette de carton et ainsi reunir, sous un meme toit, une pluie d'etoiles scintillantes, un ciel aux nuages s'etendant a l'infini, un champ verdoyant. Creez un lieu rempli de douceur ou l'on peut rever a profusion, au dehors, comme au-dedans! Une collaboration du Musee national des beaux-arts du Quebec.|-1|418-641-6277-2||||Bibliotheque Monique-Corriveau||1100, route de l'Eglise|418-641-6277|Sainte-Foy-Sillery-Cap-Rouge
Eveil a la lecture|Heure du conte (Les freres Lafontaine, plombiers de l'extreme)|2015-05-31|2015-05-31|10 h 30|2|Les enfants entrent dans le monde fascinant des livres. L'atelier est consacre a la lecture d'un conte passionnant, a une activite et a des suggestions de lecture.  Avec Lyse Trottier d'apres le livre de Tor Freeman aux editions Milan.|-1|418-641-6790||||Bibliotheque Saint-Andre||2155, boulevard Bastien|418-641-6790|Les Rivieres
Eveil a la lecture|Bibliobebe (Lundi, mardi, mercredi... je mange!)|2015-05-28|2015-05-28|9 h 30|2|Les petits abonnes et leurs parents entrent en douceur dans le monde des livres par differentes activites : comptine, histoire, jeux et activites portant sur une thematique. Avec Lucie Drouin d'apres le livre La chenille qui fait des trous d'Eric Carle, aux editions Mijade.|-1|418-641-6790||||Bibliotheque Saint-Andre||2155, boulevard Bastien|418-641-6790|Les Rivieres
Eveil a la lecture|Bibliobebe (Lundi, mardi, mercredi... je mange!)|2015-05-27|2015-05-27|9 h 30|2|Les petits abonnes et leurs parents entrent en douceur dans le monde des livres par differentes activites : comptine, histoire, jeux et activites portant sur une thematique. Avec Lucie Drouin d'apres le livre La chenille qui fait des trous d'Eric Carle aux editions Mijade.|-1|418-641-6796||||Bibliotheque Romain-Langlois||2035, boulevard Masson|418-641-6796|Les Rivieres
Atelier d'ecriture|Atelier d'ecriture - Les cinq sens 2|2015-05-25|2015-05-25|De 18 h a 21 h|0|COMPLET. Cet atelier montrera en quoi le recours aux cinq sens enrichit un texte a visee litteraire. La vue, l'odorat, le toucher et le gout seront sollicites afin de creer un personnage unique et tout en nuances. Les participants apprendront ainsi a donner une epaisseur et un dynamisme nouveau a leur recit en utilisant le corps comme source d'inspiration; le but premier etant de se laisser surprendre par leur imaginaire en favorisant une certaine spontaneite dans l'ecriture.Dans le cadre de la serie "Dans tes mots"Anime par Maude Dery. |4|418-641-6796||||Bibliotheque Romain-Langlois||2035, boulevard Masson|418-641-6796|Les Rivieres
Atelier d'ecriture|Atelier d'ecriture - La memoire 1|2015-06-08|2015-06-08|De 18 h a 21 h|0|COMPLET. Dans cet atelier, les participants exploreront la piste du souvenir pour amorcer un travail d'ecriture autour de la construction d'un personnage coherent et authentique. Le passe est un element tres important puisqu'il eclaire la personnalite du personnage et son comportement actuel.  Comment reussir a alterner entre passe et present de facon naturelle? Comment bien structurer son texte? Cet atelier proposera divers outils et exercices pour y repondre.Dans le cadre de la serie "Dans tes mots"Anime par Maude Dery.|4|418-641-6796||||Bibliotheque Romain-Langlois||2035, boulevard Masson|418-641-6796|Les Rivieres
Atelier d'ecriture|Atelier d'ecriture - La memoire 2|2015-06-22|2015-06-22|De 18 h a 21 h|0|COMPLET. Dans cet atelier, les participants exploreront la piste du souvenir pour amorcer un travail d'ecriture autour de la construction d'un personnage coherent et authentique. Le passe est un element tres important puisqu'il eclaire la personnalite du personnage et son comportement actuel.  Comment reussir a alterner entre passe et present de facon naturelle? Comment bien structurer son texte? Cet atelier proposera divers outils et exercices pour y repondre.Dans le cadre de la serie "Dans tes mots"Anime par Maude Dery.|4|418-641-6796||||Bibliotheque Romain-Langlois||2035, boulevard Masson|418-641-6796|Les Rivieres
Atelier d'ecriture|Atelier d'ecriture - L'image 1|2015-07-06|2015-07-06|De 18 h a 21 h|0|COMPLET. A partir d'oeuvres picturales et photographiques, les participants seront amenes a produire un texte en resonance avec les images qu'ils auront sous les yeux. Ici, l'objectif est de puiser chez des artistes visuels l'inspiration necessaire a l'emergence de leur propre style. Plus qu'un tremplin vers l'ecriture, cette rencontre entre l'image et le mot ouvre un champ inedit de possibilites creatrices pour tout amoureux d'art et de beaute.Dans le cadre de la serie "Dans tes mots"Anime par Maude Dery. |4|418-641-6796||||Bibliotheque Romain-Langlois||2035, boulevard Masson|418-641-6796|Les Rivieres
Atelier d'ecriture|Atelier d'ecriture - L'image 2|2015-07-20|2015-07-20|De 18 h a 21 h|0|COMPLET. A partir d'oeuvres picturales et photographiques, les participants seront amenes a produire un texte en resonance avec les images qu'ils auront sous les yeux. Ici, l'objectif est de puiser chez des artistes visuels l'inspiration necessaire a l'emergence de leur propre style. Plus qu'un tremplin vers l'ecriture, cette rencontre entre l'image et le mot ouvre un champ inedit de possibilites creatrices pour tout amoureux d'art et de beaute.Dans le cadre de la serie "Dans tes mots"Anime par Maude Dery.|4|418-641-6796||||Bibliotheque Romain-Langlois||2035, boulevard Masson|418-641-6796|Les Rivieres
Atelier d'ecriture|Atelier d'ecriture - Le climat 1|2015-08-03|2015-08-03|De 18 h a 21 h|0|COMPLET. Comment rendre un texte vivant, empreint d'une ambiance particuliere? Voila ce que cet atelier se propose d'elucider a l'aide d'exercices varies portant sur le lieu, l'emotion, les impressions et les points focaux autour desquels naitront des mots, puis des phrases jusqu'a ce qu'emerge un recit charge de sens. Le caractere descriptif du travail d'ecriture sera ici particulierement mis a profit.Dans le cadre de la serie "Dans tes mots"Anime par Maude Dery. |4|418-641-6796||||Bibliotheque Romain-Langlois||2035, boulevard Masson|418-641-6796|Les Rivieres
Atelier d'ecriture|Atelier d'ecriture - Le climat 2|2015-08-17|2015-08-17|De 18 h a 21 h|0|COMPLET. Comment rendre un texte vivant, empreint d'une ambiance particuliere? Voila ce que cet atelier se propose d'elucider a l'aide d'exercices varies portant sur le lieu, l'emotion, les impressions et les points focaux autour desquels naitront des mots, puis des phrases jusqu'a ce qu'emerge un recit charge de sens. Le caractere descriptif du travail d'ecriture sera ici particulierement mis a profit.Dans le cadre de la serie "Dans tes mots"Anime par Maude Dery. |4|418-641-6796||||Bibliotheque Romain-Langlois||2035, boulevard Masson|418-641-6796|Les Rivieres
Theatre|Quebec?... Rapport!|2015-06-21|2015-06-21|11 h|2|Deux ados planchent ferme sur un travail scolaire ayant pour theme "l'histoire de Quebec".  Devant un tel sujet, ils se retrouvent embetes. Ou est l'interet, le plaisir... Mais imperceptiblement, ils se laissent prendre au jeu: ils recreent et revivent les moments les plus marquants, selon eux, de notre histoire urbaine... Nos deux jeunes ne nous racontent pas "l'histoire", il sont "pris" dedans. Texte et mise en scene de Carol Cassistat, Fabien Cloutier, Catherine Larochelle et Christian Michaud, une direction artistique de Carol Cassistat. Production du Theatre du Gros Mecano. Spectacle presente  a l'occasion du lancement du Club de lecture estival TD.|-1|418-641-6796||||Bibliotheque Romain-Langlois||2035, boulevard Masson|418-641-6796|Les Rivieres
Activites estivales|Des livres dans le parc|2015-07-04|2015-07-25|Tous les samedis de 14 h a 16 h|0|Cet ete, les bibliotheques de l'arrondissement des Rivieres prennent l'air le samedi! Livres, journaux, tables et chaises seront sur le site de la Maison O'Neill.Et, pour le plus grand bonheur des petits et des grands, Gemma Prune sera sur place pour raconter de bien belles histoires.Lancement de l'activite a la Maison O'Neill le vendredi 3 juillet lors de la fete de la Ville de Quebec.|0|418-641-6796||||Bibliotheque Romain-Langlois||2035, boulevard Masson|418-641-6796|Les Rivieres
Activites estivales|Des livres dans le parc|2015-07-11|2015-08-15|Tous les samedis de 13 h a 16 h|2|Cet ete, le samedi, la bibliotheque Saint-Jean-Baptiste prend l'air! Livres, journaux, tables et chaises envahissent le parc Saint-Matthew, pour le plus grand bonheur des petits et des grands. Decouvrez les livres avec un brin de folie estivale!|3|418-641-6798||||Parc St-Matthew||755, rue Saint-Jean|418--|La Cite-Limoilou
Animation|Bibi et le voyage au cirque|2015-07-06|2015-07-06|De 9 h 30 a 10 h 15|0|Le clown Bibi de L'Aubergine de la Macedoine invite les tout-petits a le suivre dans son « Voyage au cirque » et a se joindre a lui pour participer a une fanfare coloree, une parade musicale ou les enfants pourront bouger a travers un trajet imaginaire vers le grand chapiteau, jouer de la musique et apprendre a jongler. L'activite, d'une duree de 45 minutes, se composera d'un court numero clownesque, d'une serie d'activites theatrales pour faire bouger physiquement les enfants et d'une initiation a la jonglerie avec balles et foulards multicolores. La rencontre se terminera avec une petite seance de retour au calme et de detente avec les parents.|0|418-641-6045||cindy.asselin@ville.quebec.qc.ca||Parc Forain||rue de la Plage|418-641-6045|Beauport
Atelier artistique|Bibi et le voyage au cirque|2015-07-06|2015-07-06|De 9 h 30 a 10 h 15|0|Le clown Bibi de L'Aubergine de la Macedoine invite les tout-petits a le suivre dans son « Voyage au cirque » et a se joindre a lui pour participer a une fanfare coloree, une parade musicale ou les enfants pourront bouger a travers un trajet imaginaire vers le grand chapiteau, jouer de la musique et apprendre a jongler. L'activite, d'une duree de 45 minutes, se composera d'un court numero clownesque, d'une serie d'activites theatrales pour faire bouger physiquement les enfants et d'une initiation a la jonglerie avec balles et foulards multicolores. La rencontre se terminera avec une petite seance de retour au calme et de detente avec les parents.|0|418-641-6045||cindy.asselin@ville.quebec.qc.ca||Parc Forain||rue de la Plage|418-641-6045|Beauport
Cirque|Bibi et le voyage au cirque|2015-07-06|2015-07-06|De 9 h 30 a 10 h 15|0|Le clown Bibi de L'Aubergine de la Macedoine invite les tout-petits a le suivre dans son « Voyage au cirque » et a se joindre a lui pour participer a une fanfare coloree, une parade musicale ou les enfants pourront bouger a travers un trajet imaginaire vers le grand chapiteau, jouer de la musique et apprendre a jongler. L'activite, d'une duree de 45 minutes, se composera d'un court numero clownesque, d'une serie d'activites theatrales pour faire bouger physiquement les enfants et d'une initiation a la jonglerie avec balles et foulards multicolores. La rencontre se terminera avec une petite seance de retour au calme et de detente avec les parents.|0|418-641-6045||cindy.asselin@ville.quebec.qc.ca||Parc Forain||rue de la Plage|418-641-6045|Beauport
Histoire animee|Bibi et le voyage au cirque|2015-07-06|2015-07-06|De 9 h 30 a 10 h 15|0|Le clown Bibi de L'Aubergine de la Macedoine invite les tout-petits a le suivre dans son « Voyage au cirque » et a se joindre a lui pour participer a une fanfare coloree, une parade musicale ou les enfants pourront bouger a travers un trajet imaginaire vers le grand chapiteau, jouer de la musique et apprendre a jongler. L'activite, d'une duree de 45 minutes, se composera d'un court numero clownesque, d'une serie d'activites theatrales pour faire bouger physiquement les enfants et d'une initiation a la jonglerie avec balles et foulards multicolores. La rencontre se terminera avec une petite seance de retour au calme et de detente avec les parents.|0|418-641-6045||cindy.asselin@ville.quebec.qc.ca||Parc Forain||rue de la Plage|418-641-6045|Beauport
Animation|Bibi et le voyage au cirque|2015-07-30|2015-07-30|De 9 h 30 a 10 h 15|0|Le clown Bibi de L'Aubergine de la Macedoine invite les tout-petits a le suivre dans son « Voyage au cirque » et a se joindre a lui pour participer a une fanfare coloree, une parade musicale ou les enfants pourront bouger a travers un trajet imaginaire vers le grand chapiteau, jouer de la musique et apprendre a jongler. La rencontre, d'une duree de 45 minutes, se composera d'un court numero clownesque, d'une serie d'activites theatrales pour faire bouger physiquement les enfants et d'une initiation a la jonglerie avec balles et foulards multicolores. Elle se terminera avec une petite seance de retour au calme et de detente avec les parents.|0|418-641-6045||cindy.asselin@ville.quebec.qc.ca||Parc Forain||rue de la Plage|418-641-6045|Beauport
Atelier artistique|Bibi et le voyage au cirque|2015-07-30|2015-07-30|De 9 h 30 a 10 h 15|0|Le clown Bibi de L'Aubergine de la Macedoine invite les tout-petits a le suivre dans son « Voyage au cirque » et a se joindre a lui pour participer a une fanfare coloree, une parade musicale ou les enfants pourront bouger a travers un trajet imaginaire vers le grand chapiteau, jouer de la musique et apprendre a jongler. La rencontre, d'une duree de 45 minutes, se composera d'un court numero clownesque, d'une serie d'activites theatrales pour faire bouger physiquement les enfants et d'une initiation a la jonglerie avec balles et foulards multicolores. Elle se terminera avec une petite seance de retour au calme et de detente avec les parents.|0|418-641-6045||cindy.asselin@ville.quebec.qc.ca||Parc Forain||rue de la Plage|418-641-6045|Beauport
Cirque|Bibi et le voyage au cirque|2015-07-30|2015-07-30|De 9 h 30 a 10 h 15|0|Le clown Bibi de L'Aubergine de la Macedoine invite les tout-petits a le suivre dans son « Voyage au cirque » et a se joindre a lui pour participer a une fanfare coloree, une parade musicale ou les enfants pourront bouger a travers un trajet imaginaire vers le grand chapiteau, jouer de la musique et apprendre a jongler. La rencontre, d'une duree de 45 minutes, se composera d'un court numero clownesque, d'une serie d'activites theatrales pour faire bouger physiquement les enfants et d'une initiation a la jonglerie avec balles et foulards multicolores. Elle se terminera avec une petite seance de retour au calme et de detente avec les parents.|0|418-641-6045||cindy.asselin@ville.quebec.qc.ca||Parc Forain||rue de la Plage|418-641-6045|Beauport
